source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-A-G,Senta Miochi,senta-miochi,Celestial Guardian of Matter,Individual,published,"Senta Miochi along with Nioki Kentita were always close friends. Since they were young individuals, they possessed unique powers. Their individual tribes prayed to their gods to allow these two girls to be worshipped as deities and to be placed in the stars where their great power can be recognized. One day Senta was sent into space and was given the Celestial Stone which allowed her to become the Celestial Guardian of Matter. She would then receive special instructions from a voice which would tell her to defend existence at all cause from dark forces. She united with Nioki and their friendship grew and they became the Protectors of Time and Space.",Main Universe,Heroes,,,Protectors of Time; Space; Celestial Guardians,,Power over Metal
Eliteverse-Heroes-Villains-A-G,Nicole Hutauc,nicole-hutauc,Celestial Guardian of Space,Individual,published,"A strong opponent and grateful ally, Nicole guards all Space, she is a descendant of the being called Space and she has been known to actually have somewhat of a resemblance to it. Since she was young she showed great talent such as moving objects with her mind, creating electronic fields around herself which could protect herself while repelling others. Not much is known of her upbringing as since she was 18 she only remembers living on a rock in space protecting all things from dark forces. She has since been to over 3,000 planets all containing life forms. She met Senta Miochi and Nioki Kentita while fighting a mutual enemy and the three became the Protectors of Time and Space.",Main Universe,Heroes,,,Protectors of Time; Space; Celestial Guardians,,Telekinesis; Teleportation; Force Fields; Force Beams
Eliteverse-Heroes-Villains-A-G,Taki Mimauchi,taki-mimauchi,Celestial Guardian of Eternity,Individual,published,"Age: Old as all life

Along with Aki and Auka Akuchiki, Taki is one of the three Protectors of Life and Death. She guards the gates of Eternity which leads to both Heaven, Hell, the Astral Plane, and the Underworld. She has the unique ability to appear nearly in all places at once and she is immortal. She can see all things at once and can detect particular motions from different directions at once. She is a strong willed fighter and by most is considered a very destructive opponent. As guardian of all things, she doesn’t value good nor evil and stands completely neutral. Although she can transform into a Celestial Guardian, she has no need for fighting as she wouldn’t fight on either side. She does however contain various attacks that could destroy a planet at will. She is forbidden to leave her post and will fight however if it is threaten as seen in the Life & Death webisode. (see Celestial Guardians Webisodes)",Main Universe,Heroes,,,Protectors of Life; Death; Celestial Guardians,,Immortality; Soul Swapping; Power over Souls; Spirits; Aura Reading
Eliteverse-Heroes-Villains-A-G,Aki Akuchiki,aki-akuchiki,Celestial Guardian of Death,Individual,published,"Age: Old as all life

Along with his sister Auka, Aki stands at the edge of all existence watching and protecting it from demonic forces. He is very skilled at fighting and takes a more direct approach at solving things then his sister. Like his sister he will do anything to ensure the safety of all things in life rather good or evil. He is at times neutral as seen when allowing dark forces to overpower the Celestial Guardians as his post represents balance of life and death. It is said that all beings of the dead (gods, grim reapers, spirits, and Death itself) are replicas of himself and they will all be consumed by him at the end of time. His father is Death (see Death in Galactic Beings) of which he has a strong resemblance toward.",Main Universe,Heroes,,,Protectors of Life; Death; Celestial Guardians,,Power over Energy; Energy Absorption
Eliteverse-Heroes-Villains-A-G,Auka Akuchiki,auka-akuchiki,Celestial Guardian of Life,Individual,published,"Age: Old as all life

Standing at the edge of existence along with her brother Aki. Auka is a beautiful spirit who was chosen to watch over all life. She was giving the power to bring forces back from the dead and to heal beings and objects at will. Although very light hearted and loving, Auka has been known to also be a great warrior and often war minded when fighting dark forces. She takes her job very seriously and only leaves her post from the edge of existence when various places is in need of protecting such as Earth when it was nearly destroyed. She has only met the Celestial Guardians on four occasions of which she proved to be a lot stronger than they were.",Main Universe,Heroes,,,Protectors of Life; Death; Celestial Guardians,,Healing; Life Production; Light Beams
Eliteverse-Heroes-Villains-A-G,Jesia,jesia,Celestial Guardian of Day,Individual,published,"Jesia is a proud member of the royal court of angels. Since her creation, Jesia has been in many forms serving at the feet of the Ultimate Good. She sung beautiful songs and could translate many variations of languages. Although older than any form of animal, Jesia took the form of a panther while visiting Earth. Because she was considered very precious, the Ultimate Good banished her to Earth during the raid of demons in Heaven. Here she took the permanent form of a panther and couldn’t transform back until all the Celestial Guardians were all in one place.",Main Universe,Heroes,,,Celestial Guardians,,Power over Light; Sun Rays
Eliteverse-Heroes-Villains-A-G,Vesat,vesat,Celestial Guardian of Night,Individual,published,Similar to the status of his companion Jesia. Vesat was of very precious importance to the Ultimate Good and was banished to Earth for his own protection. While on Earth he took various forms and was a guide to many great warriors throughout history including leader in many battles against dark forces. He is the ancestors to the feline species in the animal race and is said to have been present during the early days of the Garden of Eden before it became populated by Adam and Eve. Vesat met Jesia during the summoning of the Celestial Guardians. The two would grow close and it would be revealed later on that the two have a child in the future.,Main Universe,Heroes,,,Celestial Guardians,,Power over shadows; Moonlight
Eliteverse-Heroes-Villains-A-G,Febian,febian,Celestial Guardian of Eden,Individual,published,"Born to Vesat and Jesia, Febian is a proud soldier and has assisted in battles against demons alongside his mother and father in the future. He is from the year 3,001 and although he is a teenager he is over 100 years old. His combat skills are used more than his celestial abilities. Because of his birthright, he contains the powers of both his parents however much weaker than theirs in comparison because of his lack of practice. He guides the future Celestial Guardians after the current Celestial Guardians fulfill their duties on Earth and ascend to Heaven. He came back to the past to warn his parents and the guardians of the arrival of Belckus. His very arrival also brought many powerful demons into the current time. Unknowingly this knowledge would spread to current demons and assist in the arrival of Belckus.",Main Universe,Heroes,,,Celestial Guardians,101,Power over Light; Shadows
Eliteverse-Heroes-Villains-A-G,Siolus,siolus,Cosmic Rider,Individual,published,"Abilities: Magical rings of light that can do various tasks including transporting the user

Siolus was one of the angels who went to Earth to protect it from demonic forces however his mission would be different in terms of his overall fight. He was chosen to guard the 67 seals of Belckus which served as locked gates to Belckus’ tomb. To ensure the lock of these seals at all times, Siolus created 66 spiritual guides in forms of owls to watch over and defend the seals while he watched over the most important seal, the one that guarded Belckus. Siolus allowed the owls to take various forms whenever they needed however they couldn’t leave their post.",Main Universe,Heroes,,,Celestial Guardians and Cosmic Soldiers; Celestial Guardians,777,Power over the Cosmos; Power to unlock/lock dimensions
Eliteverse-Heroes-Villains-A-G,Eve,eve,Celestial Guardian of Heaven,Individual,published,"Age: Old as Life on Earth
Note: Queen of Heaven

Second wife to Adam, Eve is the sister to Lilith and mother to Araja. She was once the most powerful angel in Heaven, her father was the Ultimate Good and was considered one of the first angels to ever be sent to Earth. She was sent to Earth mortal to serve as consort to Adam. However her early temptation by Belckus (Lucifer) to bite a forbidden fruit caused her to be further pollute her descendants the human race. She bore two children and watch the negative influence from her own past come back and take over her eldest child as he killed his younger brother. Stricken by grief, Eve pleaded to the Ultimate Good for a chance to make amends for her past wrongful judgement. Given her chance, she rose from death of old age to become an angel of which she was the most successful and powerful of those that existed. She was given title the Queen of Heaven because of her strength and royal like appearance and power. She would give birth to her daughter Araja and along with her love Adam (now in Heaven as a fellow angel) and her two sons (Cain and Abel, also now as angels) she was given her second chance. She would die during the battle of demons and angels at the gate of Heaven. Here she used her power to banish the demons to hell, however few manage to fall to Earth and to make sure that the Garden of Eden remains intact, she appointed several powerful angels as the first Celestial Guardians to protect it. She would then disappear to only appear in the future as a guiding voice to angels.",Main Universe,Heroes,,,Celestial Guardians,,Creation; Power over light; Healing; Immortality; Omnipresence
Eliteverse-Heroes-Villains-A-G,Domade Aska,domade-aska,Celestial Guardian of Elysian,Individual,published,"Abilities: Giant double swords which can kill demons instantly

Future husband to Araja and father of two daughters from the future who came back to warn him of oncoming threats to their lives. He has an overly protective nature with some saying it’s to protective including Araja. He left his post to explore the world around him and met Araja while the two was in Egypt at a marketplace shopping for ambrosia.",Main Universe,Heroes,,,Cosmic Soldiers; Celestial Guardians,781,Super speed; Mind control
Eliteverse-Heroes-Villains-A-G,Lio’n Kingrue,lion-kingrue,Celestial Guardian of Eden,Individual,published,"Protector of the Garden of Eden, he is the youngest of its protectors and is the most skilled warrior on Earth until the arrival of the Celestial Guardians. He has since stated that he only wish to fight if it is to protect the garden and wish not to concern himself with anything else outside of it.",Main Universe,Heroes,,,Cosmic Soldiers; Celestial Guardians,555,Skilled warrior; Glowing blade
Eliteverse-Heroes-Villains-A-G,Harold Aumi,harold-aumi,Celestial Guardian of Humans,Individual,published,"Age: Old as humanity

Considered father of earth born soldiers, this old angel has been living amongst humans since their creation by the gods nearly millions of years ago. He is presented by two young followers who helps in protecting the Earth and the mystical Garden of Eden. He is their leader and are known as the Guardians of Earth. He lives at the edge of the Garden of Eden seen smoking a pipe laced with pure fresh air only found in Heaven which while on Earth can make anything and anyone including angels high. He is a comedic figure and only fights when he is too high to understand what is happening.",Main Universe,Heroes,,,Cosmic Soldiers; Celestial Guardians,,Skilled warrior; Immortality; Controls nature
Eliteverse-Heroes-Villains-A-G,Valena,valena,None Yet,Individual,published,"Daughter to Araja, she is a playful and colorful spirited person who loves to play pranks on her younger sister and play sports with her father. She is the eldest daughter and came to the past to prevent the deaths of her parents due to an all-out attack of demons. Her Celestial Guardian form hasn’t been seen yet but it is suggested that she can transform with many considering her look to appear close to her mothers’.

Valena is the future daughter to The Princess and Prince of the Universe. She travelled back in time to help protect her parents from a demonic soldier of HELL. Her powers mostly consist of pure energy and light based and are mostly used to enhance her parent’s abilities. Her sister also travelled later to protect her continuing the chain. Valena is named after her mother and grandmother.",Main Universe,Heroes,,,Celestial Guardians; Circus Family,19,Power over Enhancing other abilities; Weakening of Abilities
Eliteverse-Heroes-Villains-A-G,Valia,valia,Celestial Guardian of Dreams,Individual,published,"Age: 6 (in the future)

Valia is the future daughter to the princess and prince of the universe. She travelled back into time to help protect her sister whom in return travelled into the past to protect their parents. Upon her arrival many thought her to be the rebirth of the original Queen of the Universe because of facial similarities. In the far future when she is an adult (as seen in a vision and artwork from a parallel time) she is very beautiful and bare striking similarities to the original Queen. It is believed in the future, Valia marries Onorosh, God of Sleep and the two give birth to the reborn gods of dreams. Together they ruled over Dreomede.

Youngest daughter to Araja, she is princess of Heaven and is also wiser and less playful than her older sister. She went back in time to assist her older sister in fighting off demons with her parents and to protect them from a force that her sister didn’t know about before traveling backwards in time. She presented her powerful Celestial Stone and became the Guardian of Dreams. In the future it is said she would fall for a dream god and the two would live in the dream world watching over innocent dreams.",Main Universe,Heroes,,,Cosmic Soldiers; Celestial Guardians,,Cosmic Powers
Eliteverse-Heroes-Villains-A-G,Sheila Zikouyawi,sheila-zikouyawi,Emotions,Individual,published,"The embodiment of all emotions, she is the oldest of her siblings and with them bare the curse to be reborn each generation never living pass 20 years of age. Her parents is unknown and the reason behind her being goes into question by many that has met this colorful individual. Some believe that she along with her siblings was created to serve as the birthplace for all things of humanity.",Main Universe,Heroes,,,Celestial Guardians,17,Power over Negative Energy
Eliteverse-Heroes-Villains-A-G,Vega Zikouyawi,vega-zikouyawi,Physical Attributes,Individual,published,"Sharing similar fates to this sisters, Vega is set to be reborn each generation. He is the embodiment to human Physical Attributes and has assisted in hand to hand combat against many demonic forces including demons with the help of his sisters including the Celestial Guardians of whom he met while playing in a field near Araja’s home.",Main Universe,Heroes,,,Celestial Guardians,16,Power over Neutral Energy
Eliteverse-Heroes-Villains-A-G,Alinda Zikouyawi,alinda-zikouyawi,Mentality,Individual,published,"Sharing fate with her siblings, Alinda is the embodiment of human mentality. She has a psychic connection with all living beings thus being the strongest of all of her siblings by comparison. She can cause sickness, physical weakness, emotional disturbance, and other ill-fated things when she is angered so her siblings often try to keep her happy to prevent any bad things from happening hence their always playful natures.

Alinda is creator of the centaurs of the universe or in scientific terms creator of dwarf planets and stars in Elite Force Comics universe. She is sibling to Vega & Sheila and is the youngest of the group and wisest. From her amulet she can omit great power, strong enough to wipe out worlds of life.",Main Universe,Heroes,,,Celestial Guardians,15,Power over Positive Energy
Eliteverse-Heroes-Villains-A-G,Io’de’lagana,iodelagana,,Individual,published,Io’de’lagana was previously a member of the guardians of the 66 seals until he left his post tempted by a demon to travel the outside world. He turned to dust following leaving his post and a restored image was placed back in his place named Io. The demon was then vanquished by the newly formed Io (see Guardians of the 66 Seals).,Main Universe,Heroes,,,Guardians of the 66 Seals; Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Callisto’de’ampha,callistodeampha,,Individual,published,"Callisto was a beautiful maiden that served under the Siolus before being turned into a guardian of the 66 seals. She loved him so much that she vowed to never leave his side. However once leaving heaven, she broke that promise and fell for a cunning demon posing as a human king. The two fell in love and had three children. The three children became the first beast of Hell. For punishment she was turned to dust by Siolus and was replaced by an image named simply Callisto. (see Guardians of the 66 Seals).",Main Universe,Heroes,,,Guardians of the 66 Seals; Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Guardians of the 66 Seals,guardians-of-the-66-seals,,Individual,published,,Main Universe,Heroes,,,Guardians of the 66 Seals; Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Callisto,callisto,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Europa,europa,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Elara,elara,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Pasiphae,pasiphae,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Sinope,sinope,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Lysithea,lysithea,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Carme,carme,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Amalthea,amalthea,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Ananke,ananke,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Himalia,himalia,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Leda,leda,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Themisto,themisto,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Metis,metis,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Adrastea,adrastea,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Thebe,thebe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Carpo,carpo,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Euporie,euporie,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Erinome,erinome,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Thelxinoe,thelxinoe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Euanthe,euanthe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Helike,helike,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Orthosie,orthosie,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Locaste,locaste,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Praxidike,praxidike,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Harpalyke,harpalyke,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Mneme,mneme,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Hermippe,hermippe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Thyone,thyone,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Herse,herse,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Aitne,aitne,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Kale,kale,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Taygete,taygete,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Chaldene,chaldene,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Aoede,aoede,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Kalyke,kalyke,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Kallichore,kallichore,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Eurydome,eurydome,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Kore,kore,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Cyllene,cyllene,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Hegemone,hegemone,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Arche,arche,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Isonoe,isonoe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Sinopekiki,sinopekiki,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Autonoe,autonoe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Io,io,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Megaclite,megaclite,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-T,Light,light,,Individual,published,"From the first spark of light in Helliholm (Heaven), came Light. The second known being in creation after his twin brother Dark. From his conception came the first star, first ray of sunshine, and the first known pallat of light onto the young universe. It is believed that his home is at the edge of The Ultimate Power’s never ending light, of which most fans believe to exist at the edge of eternity. Unlike his brethren he will be the first do die as prophesized by The Wiseman.",Main Universe,Heroes,,,The Entity; Celestial Guardians,,Power over Light
Eliteverse-Heroes-Villains-T,Dark,dark,,Individual,published,"Dark is the twin brother to Light. The first child of the Ultimate Power, Dark was born moments before Light shined upon Helliholm and was also the father to Belckus (when Belckus was an angel). Dark watched and trained the Ho’zares during their youth and from him came their great fighting skills. It is believed that Dark tought demons and angels alike how to defend themselves and forged their armors and weaponry from The Ultimate Power’s very throne.",Main Universe,Heroes,,,The Entity; Celestial Guardians,,Power over Destruction
Eliteverse-Heroes-Villains-A-G,Neutral,neutral,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Megenipe,megenipe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Argalith,argalith,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Sionya,sionya,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Coldina,coldina,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Baltishe,baltishe,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Bornathruth,bornathruth,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Sellus,sellus,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Cornan,cornan,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Jusus,jusus,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Cornath,cornath,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Beshup,beshup,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Grace,grace,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Gonyon,gonyon,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Mildorph,mildorph,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Honest,honest,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-T,Emotion,emotion,,Individual,published,"Called Despair, Delirium, Desire, and every known emotion in history, Emotion is not just a spirit that inspired emotion in all known beings including bad emotions such as fear, rage, anger, etc. Emotion created such feelings in Domaedians, Ho’zares, and other higher beings however her brethren and family shared no similar feeling since they are emotionless creations of the Ultimate Power. It is said that she can feel every known emotion there is and is considered the Mother of Empaths.

These are the 65 guardians of the 66 seals, they appear similar to each other with only their unique personalities and abilities serving as differentiators. Created and chosen by the high seraph Siolus to protect the gates of Hell and to stop anything that tries to break the 66 seals to access Belckus’ chambers. Like most guards of eternal gates, they are forbidden to never leave their post. Those that due will turn to dust and replaced by a similar looking individual.",Main Universe,Heroes,,,The Entity; Celestial Guardians,,Power over Emotions; Delirium
Eliteverse-Heroes-Villains-A-G,Sedma,sedma,Demon Bounty Hunter,Individual,published,Sedma is the second bounty hunter sent out to kill all remaining angels on Earth and steal the Celestial Stones so that she and her fellow demons can get access to the Garden of Eden which would allow them to gain complete access over Earth.,Main Universe,Heroes,,,Dark Force; Celestial Guardians,666,Power to influence others; Can create monsters; Can influence war
Eliteverse-Heroes-Villains-A-G,Vestowa,vestowa,Demon Bounty Hunter,Individual,published,"Brother to Sedma, he is her twin and often snarky remarks gets him on her bad side. He was the first Demonic bounty hunter to attack the Celestial Guardians. He was partially the understanding reason why the guardians now know of the Dark Force and their plans for the Celestial Stones of which he would meet his fate because of this released knowledge.",Main Universe,Heroes,,,Dark Force; Celestial Guardians,666,Power to influence others; Can create monsters; Can cause diseases
Eliteverse-Heroes-Villains-A-G,Hygieia,hygieia,Demon Bounty Hunter,Individual,published,"An old general of Belckus’ army, he is wise and appears partially cloaked and dark figured. He is usually seen calm and rarely engages in war, he is protected by thousands of a dark spirits at a time. He is considered the horseman of Famine.",Main Universe,Heroes,,,Dark Force; Celestial Guardians,1300,Power to influence others; Can create monsters; Can cause famine
Eliteverse-Heroes-Villains-A-G,Enceladus,enceladus,Demon Bounty Hunter,Individual,published,"Abilities: Can cause a release of negative emotions

Old enemy of Jessana, Enceladus is considered a young demon with a overly cocky and jokster type attitude. Although he is young, his plans of world domination usually succeeds in that he has mastered his full demonic power, being the only horsemen to completely transform and successfully defeat the Celestial Guardians. Although they would be revived by their stones to only destroy him in the end. He is the last to be defeated.",Main Universe,Heroes,,,Dark Force; Celestial Guardians,111,Can influence others; Can create monsters
Eliteverse-Heroes-Villains-A-G,Oberon,oberon,,Individual,published,"Oberon is a skilled dark practitioner of black arts, he has summoned thousands of demons to destroy numerous worlds. Sent to Earth by Montum on Belckus’ orders.",Main Universe,Heroes,,,The Ancient Circle; Celestial Guardians,3000,Powerful Dark Magic
Eliteverse-Heroes-Villains-O-S,Miranda,miranda,Queen Miranda,Individual,published,"The oldest living monarch in the magical world and the first queen of magic. Believing she died thousands of years ago. Queen Miranda was one of the most beloved and powerful monarchs in the history of magic. Her appearance at the High Council during a time when the second Dark War was happening proved that she has power beyond that of her successors. Her appearance is grand standing at 7 feet tall, long white hair, fair black skin, a long dress, and two large staffs that can transform into numerous weapons.

Servant to Oberon, she is a powerful witch who uses black magic to fight her opponents. Not as skilled at hand to hand combat she doesn’t need it because of her great pull on black magic that is believed to be from hell. She comes to Earth following Oberon after the defeat of the Dark Force.",Main Universe,Heroes,,,Old Ones; Celestial Guardians; The Ancient Circle,9584,Power of transmutation; Creator of longevity type spells; Black Magic
Eliteverse-Heroes-Villains-A-G,Queen Titania,queen-titania,Titania,Individual,published,"Daughter to Lilith, she fell to Earth during the angel vs. demon battle however unlike others during the fall. She didn’t lose her memory only a great use of her previous abilities. Carrying her mother’s ambition to overthrow Eve and any of her descendants including her daughter Araja. Titania has took nearly millions of years’ time to adapt to Earth’s neutral plane of existence to the point where she could use the full force of her powers to defeat her family’s enemy. She would eventually fall during the battle with the awaken Araja.",Main Universe,Heroes,,,Dark Force; Celestial Guardians,4000,Powerful dark magic; Black energy
Eliteverse-Heroes-Villains-A-G,World Crasher,world-crasher,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Healing Wave,healing-wave,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Star Blasts,star-blasts,,Individual,published,,Main Universe,Heroes,,,Celestial Guardians,,
Eliteverse-Heroes-Villains-A-G,Cosmic Force,cosmic-force,,Team,published,"Arranged by a higher entity, Comic Force are very powerful beings that resemble their siblings Star Watchers. They are six of the most powerful of their kind and helped shaped the physical universe.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-A-G,Titum Radol,titum-radol,Star Wizard,Individual,published,"Age: 2 billion years old

Born by the power of the World Destroyer, Titum Radol was sent to a far galaxy to assist in finding worlds that aren’t worthy of keeping their lives. He would use the stars around him to detect unworthy places based off of their respective growth, knowledge, strength, and the personality of the occupants. His power included the creation of stars and controlling them at will. He could use them as portals to get to other places. He carries the Omnious Pojarum, a staff with floating stars around it that when touched by anyone else it could destroy them on contact.",Main Universe,Heroes,,,Cosmic Force,,Creating; Controlling of stars
Eliteverse-Heroes-Villains-A-G,O’bdard,obdard,Kosminen,Individual,published,"Age: 2 billion years old

Born outside of reality, similar to his siblings. O’bdard is one of the members of Cosmic Force that can use unlimited power from the Galactic Void. He was one of siblings that were given the abilities to control all substances of magic, matter, energy, reality, and time, thus securing his place amongst the Universe most powerful entities. His powers later grew so strong that even his creator couldn’t contain him any longer, so now the new Kosminen took control of his own life and left for the farthest reaches of the universe, thus leaving the cosmic cult, the Cosmic Force. It is said that Kosminen went back in time to assist with the construction of magic and even releasing the first wave of energy through the young universe, events that were rewritten by himself and fellow followers.",Main Universe,Heroes,,,Cosmic Force,,Total control over magic; Matter; Energy; Reality; Time
Eliteverse-Heroes-Villains-A-G,Avard,avard,Blackhole Watcher,Individual,published,"Age: 2 billion years old

Avard was one of the fateful servants to the World Destroyer. He was sent on vast missions throughout the universe to collect life orbs from dying planets so that the planet could be destroyed by his creator. However now known as the Blackhole Watcher would use partial amounts of the items known as Life Orbs to create blackholes which in return would give him power to open portals to other dimensions throughout space and time. He is responsible for the first blackhole in the universe. It is said that he created a blackhole that sent him to a similar time and space called the Marvel Universe. (reference of his arrival throughout several issues of both Marvel and DC exists to create the three comic book crossover distribution)",Main Universe,Heroes,,,Cosmic Force,,Virtually Unlimited Ability to manipulate; Create; Or destroy all Matter; Energy at will. Omnipresence
Eliteverse-Heroes-Villains-A-G,Shei’la,sheila,Kosmiline,Individual,published,"Age: 2 billion years old

Seen tall and mostly composed of stars and floating orbs of powerful light energy, this powerful entity was the first to be created by the World Destroyer and for a time served The World Creator until she returned to her siblings of the Cosmic Force. Her return and original departure are uknown at this time since it existed in a pocket world contained of pure mystery.",Main Universe,Heroes,,,Cosmic Force,,Omnipotence
