source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),Air Purifier (Black Marble Version),air-purifier-black-marble-version,,Monster,published,"Air Purifier w/black marble like skin, chain around its neck with orb on it",Main Universe,Monsters,,,,Types: Aero; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Fle’,fle,,Monster,published,Glowing farrows w/strings of cloths from their tails,Main Universe,Monsters,,,,Types: Aero; Level: Ability
Chapter 13 (Monsters),Black Songbird,black-songbird,,Monster,published,"Appearance: Parrot w/armor

Using its unnatural long hair, the Black Songbird can hear sounds from great distance and can detect bad weather before it starts. Many villages of old, used this creature as a beacon for oncoming danger.",Main Universe,Monsters,,,,Types: Aero; Level: Ability
Chapter 13 (Monsters),Sultan Of The Air,sultan-of-the-air,,Monster,published,"Light blue Giant w/wings, armory, & riding on giant horses",Main Universe,Monsters,,,,Types: Aero; Types: Shock; Level: Enrage
Chapter 13 (Monsters),Sky Guardian,sky-guardian,,Monster,published,Giant falcon like creature w/helmet & metal wings,Main Universe,Monsters,,,,Types: Aero; Level: Battle
Chapter 13 (Monsters),Scarlet Robin,scarlet-robin,,Monster,published,Scarlet Robin (actual bird) w/giant beak,Main Universe,Monsters,,,,Types: Aero; Level: Baby Form
Chapter 13 (Monsters),Ribbon Robin,ribbon-robin,,Monster,published,"Evolves from: Scarlet Robin

Giant SCARLET ROBIN w/pulled back horns",Main Universe,Monsters,,,,Types: Aero
Chapter 13 (Monsters),Retro Robin,retro-robin,,Monster,published,"Evolves from: Ribbon Robin

RIBBON ROBIN standing upright w/warrior attire & weaponry",Main Universe,Monsters,,,,Types: Aero; Types: Soldier
Chapter 13 (Monsters),Aelin,aelin,,Monster,published,"Prehistoric type: Serpent

Serpent like creature w/white/red/purple/blue skin & beak, wings, & claws",Main Universe,Monsters,,,,Types: Aero; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Cloud Monster,cloud-monster,,Monster,published,"Small cloud w/eyes & horn, shaped like a bird",Main Universe,Monsters,,,,Types: Aero; Level: Ability
Chapter 13 (Monsters),Winged Flyer,winged-flyer,,Monster,published,"Evolves from: Cloud Monster

Cockatoo w/cloud like feathers & wings, colorful body, & steel claws",Main Universe,Monsters,,,,Types: Aero
Chapter 13 (Monsters),Armingo,armingo,,Monster,published,Flamingo w/armor,Main Universe,Monsters,,,,Types: Aero; Types: Metal; Level: Battle
Chapter 13 (Monsters),Regibird,regibird,,Monster,published,Raggiana bird of paradise w/partial armor & colorful feathers,Main Universe,Monsters,,,,Types: Aero; Types: Elemental; Level: Battle
Chapter 13 (Monsters),Aurelian Condor,aurelian-condor,,Monster,published,California condor w/armor & pulled back horns,Main Universe,Monsters,,,,Types: Aero; Level: Battle
Chapter 13 (Monsters),Earth Made,earth-made,,Monster,published,"Giant rock beast arising from the ground w/fangs & claws made of diamond, no eyes",Main Universe,Monsters,,,,Types: Geo; Types: Spirit; Level: Extreme
Chapter 13 (Monsters),Battle Ox,battle-ox,,Monster,published,"Ox w/armor & 4 horns, 3 tails",Main Universe,Monsters,,,,Types: Geo; Level: Battle
Chapter 13 (Monsters),Dust Monster,dust-monster,,Monster,published,Giant dust monster with claws made of rock & eyes that are blackholes,Main Universe,Monsters,,,,Types: Geo; Level: Battle
Chapter 13 (Monsters),Lightning Mole,lightning-mole,,Monster,published,"Mole w/patches of electricity around its body, body partially made of rock",Main Universe,Monsters,,,,Types: Geo; Types: Shock; Level: Battle
Chapter 13 (Monsters),Rust Drainer,rust-drainer,,Monster,published,Ant/cockroach w/rock hard bodied,Main Universe,Monsters,,,,Types: Geo; Level: Battle
Chapter 13 (Monsters),Suppatti,suppatti,,Monster,published,Small bunny like creature w/long ears which it uses to sit & walk with,Main Universe,Monsters,,,,Types: Geo; Level: Baby Form
Chapter 13 (Monsters),Oggunny,oggunny,,Monster,published,"Evolves from: Suppatti

Lady like bunny w/large black/brown ears, nurse like decor, & large egg like object in its pouch",Main Universe,Monsters,,,,Types: Geo; Types: Beast
Chapter 13 (Monsters),Dust Worm,dust-worm,,Monster,published,Brown worm made of rock & spikes,Main Universe,Monsters,,,,Types: Geo; Types: Vermin; Level: Ability
Chapter 13 (Monsters),Sandstorm Worm,sandstorm-worm,,Monster,published,"Evolves from: Dust Worm

Giant worm made of sand, rocks, tentacles of iron, glowing grass patches around body, bug like features",Main Universe,Monsters,,,,Types: Geo; Types: Vermin
Chapter 13 (Monsters),Earth Catcher,earth-catcher,,Monster,published,Vampiric short baseball player w/giant rock like mitt,Main Universe,Monsters,,,,Types: Geo; Level: Ability
Chapter 13 (Monsters),Element Of Earth,element-of-earth,,Monster,published,"Giant bolder like beast w/circular rings imprinted into its body, giant fangs, & patches of crystals on underbelly",Main Universe,Monsters,,,,Types: Geo; Level: Battle
Chapter 13 (Monsters),Sand Rabbit,sand-rabbit,,Monster,published,"Rabbit made of sand & rocks, long floppy ears w/patches of ice & fur. Crystals for claws & toenails",Main Universe,Monsters,,,,Types: Geo; Types: Beast; Level: Ability
Chapter 13 (Monsters),Rhinestone Turtle,rhinestone-turtle,,Monster,published,Giant tortoise w/giant mountains on its back with rhinestones around its body,Main Universe,Monsters,,,,Types: Geo; Types: Beast; Level: Ability
Chapter 13 (Monsters),Sandstorm Turtle,sandstorm-turtle,,Monster,published,"Evolves from: Rhinestone Turtle

Giant tortoise w/giant patches of trees around its back & armor",Main Universe,Monsters,,,,Types: Geo; Types: Beast
Chapter 13 (Monsters),Dessert Demon,dessert-demon,,Monster,published,"Giant demonic beast made of sand, boulders, crystal patches around under skin, giant claws made of mountains on its risk",Main Universe,Monsters,,,,Types: Geo; Types: Demon; Level: Enrage
Chapter 13 (Monsters),Ziyikonti,ziyikonti,,Monster,published,"Tall elfish warrior w/long wire like hair, sword, torn clothing w/symbols on them, jewels around his body, bounty hunter like features",Main Universe,Monsters,,,,Types: Geo; Types: Soldier; Level: Enrage
Chapter 13 (Monsters),Ashanti,ashanti,,Monster,published,Tall bluish/purple woman in gypsy clothing w/warrior attire & sword,Main Universe,Monsters,,,,Types: Geo; Types: Soldier; Level: Enrage
Chapter 13 (Monsters),Ground Bishop,ground-bishop,,Monster,published,Rock giant w/royal like attire,Main Universe,Monsters,,,,Types: Geo; Level: Extreme
Chapter 13 (Monsters),Nilex,nilex,,Monster,published,Boy made of rocks w/hair of grass & flower like patches around body,Main Universe,Monsters,,,,Types: Geo; Level: Ability
Chapter 13 (Monsters),Earth Owl,earth-owl,,Monster,published,,Main Universe,Monsters,,,,Types: Geo; Types: Aero; Types: Shock; Level: Battle
Chapter 13 (Monsters),Owl made of rock & stone,owl-made-of-rock-stone,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Diamond Bear,diamond-bear,,Monster,published,"Pink & white bear w/giant patches of diamond on tail, stomach & palms",Main Universe,Monsters,,,,Types: Geo; Level: Ability
Chapter 13 (Monsters),Kongarock,kongarock,,Monster,published,"Baby kangaroo w/boxing gloves & rings around its eyes, purple/orange body",Main Universe,Monsters,,,,Types: Geo; Level: Ability
Chapter 13 (Monsters),Primaroo,primaroo,,Monster,published,"Evolves from: Kongarock

Adult KONGAROCK w/spiky iron tail & spikes down its back, shoulders, & arms",Main Universe,Monsters,,,,Types: Geo
Chapter 13 (Monsters),Spikasaur,spikasaur,,Monster,published,Small spikeball w/giant black eyes,Main Universe,Monsters,,,,Types: Geo; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Kumas,kumas,,Monster,published,Baby elephant w/small iron shell on its back & horns,Main Universe,Monsters,,,,Types: Geo; Level: Baby Form
Chapter 13 (Monsters),Muga-Kumas,muga-kumas,,Monster,published,"Evolves from: Kumas

Teenage elephant w/giant iron shell, giant tusk, diamond incrusted eyes, one giant steel husky tail",Main Universe,Monsters,,,,Types: Geo
Chapter 13 (Monsters),Duma-Koni-Kumas,duma-koni-kumas,,Monster,published,"Evolves from: Muga-Kumas

Mammoth w/giant iron shell & one giant flat iron tail",Main Universe,Monsters,,,,Types: Geo
Chapter 13 (Monsters),Sartipole,sartipole,,Monster,published,"Rock/steel like totem pole w/giant nose & eyes, stick like figure",Main Universe,Monsters,,,,Types: Geo; Level: Ability
Chapter 13 (Monsters),Gimonstrious,gimonstrious,,Monster,published,"Evolves from: Sartipole

Giant boulder like creature w/Sartipole similarities, mask decorates body",Main Universe,Monsters,,,,Types: Geo
Chapter 13 (Monsters),Garceon,garceon,,Monster,published,"Brown cat w/small pint sized rocks as a necklace, fur made of harden dust",Main Universe,Monsters,,,,Types: Geo; Types: Beast; Level: Ability
Chapter 13 (Monsters),Gilaceon,gilaceon,,Monster,published,"Evolves from: Garceon

Persian version of Garceon w/long twin tails & brown/white fur",Main Universe,Monsters,,,,Types: Geo; Types: Beast
Chapter 13 (Monsters),Muffatar,muffatar,,Monster,published,"Giant tortoise like creature w/shell made of rocks, plants, & diamond like structure as skin, patches of grass around skin",Main Universe,Monsters,,,,Types: Geo; Types: Leaf; Types: Beast; Level: Battle
Chapter 13 (Monsters),Geruptptatine,geruptptatine,,Monster,published,"Rock like serpent w/scales of hard brown iron, giant claws, no legs, & giant fangs",Main Universe,Monsters,,,,Types: Geo; Level: Battle
Chapter 13 (Monsters),Eruptus,eruptus,,Monster,published,"Evolves from: Geruptptatine

Giant GERUPTPTATINE w/pockets down its front side & eggs in all of them (each egg has a different special attack)",Main Universe,Monsters,,,,Types: Geo
Chapter 13 (Monsters),Shell Dinosaur,shell-dinosaur,,Monster,published,Baby Edmontonia (dinosaur) w/green & beige scales,Main Universe,Monsters,,,,Types: Geo; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Edmontus,edmontus,,Monster,published,"Evolves from: Shell Dinosaur

Larger version of SHELL DINOSAUR standing upright w/black globe on stomach",Main Universe,Monsters,,,,Types: Geo; Types: Prehistoric
Chapter 13 (Monsters),Edongrikus,edongrikus,,Monster,published,"Evolves from: Edmontus

Bigger EDMONTUS w/flat iron tail, two giant horns from its neck",Main Universe,Monsters,,,,Types: Geo; Types: Prehistoric
Chapter 13 (Monsters),Grasibear,grasibear,,Monster,published,Baby teddy bear w/giant leaves arising from its back wrapping around its shoulders & head,Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Vinagibear,vinagibear,,Monster,published,"Evolves from: Grasibear

Green teddy bear w/giant patches of grass around body, giant leaves as tails, acorns as ears",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Zygabear,zygabear,,Monster,published,"Evolves from: Vinagibear

Adult version of VINAGIBEAR w/red acorns as ears, giant patches of rock around body",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Forest Scorpion,forest-scorpion,,Monster,published,Giant scorpion w/patches of jewels & grass around its body,Main Universe,Monsters,,,,Types: Leaf; Types: Vermin; Level: Enrage
Chapter 13 (Monsters),Appeppend,appeppend,,Monster,published,Giant sleeping cat w/armor strips around its body,Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Savage Garden,savage-garden,,Monster,published,"Giant grass, rock covered beast w/tentacles",Main Universe,Monsters,,,,Types: Leaf; Types: Shadow; Level: Battle
Chapter 13 (Monsters),Dogen Elves,dogen-elves,,Monster,published,Elf w/long black hair & elfish attire,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),"Ea, Goddess Of Nature",ea-goddess-of-nature,,Monster,published,"Appearance: Woman robed in a dress made of flowers, plants, leaves, patches of grass around skin, hair made of weeds

Unified by the power of nature, Ea uses blankets of nature like abilities to heal, create, and modify her surroundings.",Main Universe,Monsters,,,,Types: Leaf; Level: Enrage
Chapter 13 (Monsters),Lady Vina,lady-vina,,Monster,published,"Nude female w/elfish appearance & vines wrapping around her body, weeds as hair decorated with flowers",Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Pluruppa,pluruppa,,Monster,published,"Appearance: Floating yellow seed w/giant leaf from its forehead

With the giant leaf on its head, it absorbs sunlight to plant beautiful flowers around itself and releases oxygen.",Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Seeda,seeda,,Monster,published,"Evolves from: Pluruppa

Appearance: Floating red seed w/four smaller heads & flowers from its body

Containing the power to absorb life from nature, Seeda can use that energy to create massive landforms at a time. Even in desolated places where nature doesn’t grow.",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Rose Fairy,rose-fairy,,Monster,published,"Evolves from: Seeda

Appearance: Red fairy like creature w/seeds dangling from its body, giant rose as its head, & giant roses as feet & hands

Considered the creator of flowers, the Rose Fairy uses gentle scents to lure enemies in and uses her Petal Massacre to cut down any opponent.",Main Universe,Monsters,,,,Types: Leaf; Types: Spell
Chapter 13 (Monsters),Shni Shni,shni-shni,,Monster,published,Fairy girl w/flowers decorating its body & rings of vines hovering its arms,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Janee’,janee,,Monster,published,"Appearance: Plum like creature w/leaves attached to its back & beak

This beautiful creature can use its divine steel like leaves to reflect numerous attacks.",Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Glambell,glambell,,Monster,published,"Evolves from: Janee’

Appearance: Little girl w/Crateva religiosa plant as her outfit & around her head

A crafty fairy maiden that moves through the wind using its elegant wings. In return it can also move through dimensions.",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Soloribee,soloribee,,Monster,published,"Evolves from: Glambell

Appearance: White fairy w/St. Bernard’s Lily on its back & bee stinger as a tail

The special kind of wings Soloribee has can pierce through almost anything. It uses the many sharp like structures on its body to shield itself from attacks.",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin
Chapter 13 (Monsters),Shanee’,shanee,,Monster,published,"Evolves from: Soloribee

Appearance: When Shanee’ evolved from Soloribee, it gained the power to abstract powers from others and repelled them back stronger.

Tall woman w/upper form similar to a White Fairy and lower form of a bee, giant wings similar to the St. Bernard’s Lily erects from her back",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin
Chapter 13 (Monsters),Knowledge Tree,knowledge-tree,,Monster,published,"Appearance: Giant tree w/chains from its branches, orbs hovering around its neck

The all-knowing and wise wizard that was trapped inside a tree for eternity.  With no way out, the wizard took to his fate and instead used his knowledge to spread his vast and unmatched knowledge throughout the world.",Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Kacti,kacti,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Leaf,leaf,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Ability,ability,,Monster,published,"Appearance: Cactus like boy w/pearl black eyes; Leprechaun w/book; Short dough boy like creature w/giant floppy ears & pearls as buttons; Black version of SioS w/demonic features & horns; White short version of TRABU holding a whistle; Baby like elephants dressed in hindu inspired clothing, short bunny like ears, with jewel on forehead; TV w/hands, feet, eyes; Mechanical bug like creatures with big wings & camera like objects throughout their bodies

Mechanical bug like creatures with hard shells and giant bodies, camera like objects throughout bodies",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Crock,crock,,Monster,published,"Appearance: Tree Stump w/wires from its roots, eyes, mouth, & ears

A tree stump brought to life when magic entered the world. Its scary demeanor is often a mistaken misconception as Crock are known to be very loving creatures.",Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Tree Elf,tree-elf,,Monster,published,Elf like people w/elfish clothing & glowing tails,Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Leefa,leefa,,Monster,published,Green head w/leaf on its forehead,Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Elelefha,elelefha,,Monster,published,"Evolves from: Leefa

Green girl w/leaves as a skirt & diamonds around neck",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Gailva,gailva,,Monster,published,"Evolves from: Elelefha

Green woman w/cape, skin tight outfit, sword (with rose tip), long hair of white grass, & patches of rock on skin",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Kesebell,kesebell,,Monster,published,"Evolves from: Gailva

Woman made of rock & grass w/bell shaped dress made of a shell",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),"Ceres, Goddess Of The Harvest",ceres-goddess-of-the-harvest,,Monster,published,"Evolves from: Kesebell

Similarities to Ceres, Greek goddess of the same name w/bowl of fruit & vegetables as a hat",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Devorou,devorou,,Monster,published,Rainbow colored Venus flytrap w/eyes,Main Universe,Monsters,,,,Types: Leaf; Types: Vermin; Level: Battle
Chapter 13 (Monsters),Gynus,gynus,,Monster,published,"Evolves from: Devorou

Giant Venus Flytrap w/wings (can’t fly) & tentacles from head",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin
Chapter 13 (Monsters),The Belize Soldier,the-belize-soldier,,Monster,published,"Elf like soldier w/patches of grass & weeds around its armor (brown, blue, & yellow armor)",Main Universe,Monsters,,,,Types: Leaf; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Leafia,leafia,,Monster,published,Baby girafee w/patches of grass around its body & sharp leaf like tail,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Trestormarig,trestormarig,,Monster,published,"Evolves from: Leafia

Adult LEAFIA w/clouds as hair & seeds as a necklace",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Gragon,gragon,,Monster,published,Baby dragon w/giant leaves sprouting from its body,Main Universe,Monsters,,,,Types: Leaf; Types: Prehistoric; Level: Baby Form
Chapter 13 (Monsters),Gragereon,gragereon,,Monster,published,"Evolves from: Gragon

Teenage dragon w/reptilian features & patches of armor around body",Main Universe,Monsters,,,,Types: Leaf; Types: Prehistoric
Chapter 13 (Monsters),Reckteleion,reckteleion,,Monster,published,"Evolves from: Gragereon

Adult dragon w/patches of ice around its lower body, standing upright on hind legs",Main Universe,Monsters,,,,Types: Leaf; Types: Prehistoric
Chapter 13 (Monsters),Blossa,blossa,,Monster,published,Onion head w/miniature tree erecting from head,Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Whistlebell,whistlebell,,Monster,published,"Evolves from: Blossa

Onion w/bigger tree on head, grass on lower body",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Lovada,lovada,,Monster,published,"Evolves from: Whistlebell

Onion w/giant blossom on head, puffy balloon like structure around waist, & glowing egg on its chest",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Grassarot,grassarot,,Monster,published,"Green parrot w/patches of grass & wood around its body, leaf for a tail & hair",Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Bangelot,bangelot,,Monster,published,"Evolves from: Grassarot

Giant green parrot w/two heads, grass patches around body, flowers for hair & wings",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Babi,babi,,Monster,published,Plum like creature w/a verbascum plant rising from its head,Main Universe,Monsters,,,,Types: Leaf; Types: Neutral; Level: Baby Form
Chapter 13 (Monsters),Vebrom,vebrom,,Monster,published,"Evolves from: Babi

Singing plant w/daisy like hair & rose petals for a skirt",Main Universe,Monsters,,,,Types: Leaf; Types: Neutral
Chapter 13 (Monsters),Lalily,lalily,,Monster,published,"Evolves from: Verom

Beautiful fairy w/calla lily for its dress & crystal like body",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Queen Foresta,queen-foresta,,Monster,published,"Evolves from: Lalily

White fairy w/jewelry & Oleanber plant as her dress",Main Universe,Monsters,,,,Types: Leaf; Types: Spell
Chapter 13 (Monsters),Commallow,commallow,,Monster,published,Purple fairy w/common mallow plant as a dress,Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Lantana,lantana,,Monster,published,Lantana plant w/eyes on each stem & fairy in the center,Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Storkhound,storkhound,,Monster,published,Dog beast w/Stork’s bill plant as its shell & patches of red grass on its body,Main Universe,Monsters,,,,Types: Leaf; Types: Beast; Level: Battle
Chapter 13 (Monsters),Gligum,gligum,,Monster,published,"Rhino w/Spanish Oyster plant as its shell on its back, standing upright, & horns from its helmet",Main Universe,Monsters,,,,Types: Leaf; Types: Shock; Level: Battle
Chapter 13 (Monsters),The Pimpernel Witch,the-pimpernel-witch,,Monster,published,Witch w/Scarlet Pimpernel plant as its lower body & similar flower around its risk & neck (red & yellow in these areas),Main Universe,Monsters,,,,Types: Leaf; Types: Spell; Level: Battle
Chapter 13 (Monsters),Buttercup Fairy,buttercup-fairy,,Monster,published,Yellow Fairy w/Bermuda Buttercup plant on its back,Main Universe,Monsters,,,,Types: Leaf; Types: Spell; Level: Ability
Chapter 13 (Monsters),Bindweeda,bindweeda,,Monster,published,Green & Blue pixie arising from a bindweed plant,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Yokai,yokai,,Monster,published,"Ogre like beast w/patches of weeds & grass around body, hard steel body, & mechanical parts similar to a robot",Main Universe,Monsters,,,,Types: Leaf; Types: Spirit; Level: Battle
Chapter 13 (Monsters),The Blue Gem Slug,the-blue-gem-slug,,Monster,published,Gold slug w/Blue Gem plant on its tail & hard rock shell on its back made of pure diamond,Main Universe,Monsters,,,,Types: Leaf; Types: Vermin; Level: Battle
Chapter 13 (Monsters),Monkigrass,monkigrass,,Monster,published,"Monkeys w/flowers around body, grass patches, & antennae from head & shoulders",Main Universe,Monsters,,,,Types: Leaf; Level: Battle
Chapter 13 (Monsters),Solarseed,solarseed,,Monster,published,Seed w/Daisy on its antennae & giant plum shape object as a tail,Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Venus Horse,venus-horse,,Monster,published,"Evolves from: Solarseed

Horse like creature w/plants, flowers, patches of grass, diamond hooves, & leaves around body",Main Universe,Monsters,,,,Types: Leaf; Types: Beast
Chapter 13 (Monsters),Lichonchose,lichonchose,,Monster,published,"Evolves from: Venus Horse

Green/white horse w/kadsura plant as a tail & roses on the tip of its antennae",Main Universe,Monsters,,,,Types: Leaf; Types: Beast; Types: Shock
Chapter 13 (Monsters),Olympiahorse,olympiahorse,,Monster,published,"Evolves from: Lichonchose

Green & gold Pegasus w/leaves as wings, roses around neck, & giant diamond from forehead",Main Universe,Monsters,,,,Types: Leaf; Types: Beast; Types: Aero
Chapter 13 (Monsters),Violet Dancer,violet-dancer,,Monster,published,Elf boy w/giant pointy hat & decorative branches around body and outfit,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Violet Dancer (Teenager Form),violet-dancer-teenager-form,,Monster,published,"Evolves from: Violet Dancer

Elf teenager w/giant moss around body & fern for a head",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Violet Dancer (Ultra Form),violet-dancer-ultra-form,,Monster,published,"Evolves from: Violet Dancer (Teenager Form)

Adult elf w/mostly covered body by grass & leaves, branches as armor",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Blossom Fairy,blossom-fairy,,Monster,published,Dancing fairy w/giant wings with vines around feathers,Main Universe,Monsters,,,,Types: Leaf; Level: Ability
Chapter 13 (Monsters),Singing Lotus Fairy,singing-lotus-fairy,,Monster,published,"Evolves from: Blossom Fairy

Dancing fairy w/giant overlapping wings with giant leaves as hands & legs",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),Vegus,vegus,,Monster,published,Dancing Seed w/large branch wrapped around its body,Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),Forest Stingray,forest-stingray,,Monster,published,Stingray covered in fungus & decaying flowers,Main Universe,Monsters,,,,Types: Leaf; Types: Aqua; Level: Ability
Chapter 13 (Monsters),Forest Salamander,forest-salamander,,Monster,published,"Salamander covered in fungus & decaying flowers

The Forest Salamander is slow moving creature, so to protect itself from predators it releases poisonous spores which overtime caused the beautiful flowers around its body and home to decay.",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin; Level: Ability
Chapter 13 (Monsters),Cotton Seed,cotton-seed,,Monster,published,"Seed with puffy outer layer, eyes, giant mushroom on head",Main Universe,Monsters,,,,Types: Leaf; Level: Baby Form
Chapter 13 (Monsters),"Beluna, Cotton Seed",beluna-cotton-seed,,Monster,published,"Evolves from: Cotton Seed

Little girl w/mushroom on head, long dress like lower body made of wet wrapped leaves, hands, eyes, arms, & small leave like wings",Main Universe,Monsters,,,,Types: Leaf
Chapter 13 (Monsters),"Vilvuna, Cotton Seed",vilvuna-cotton-seed,,Monster,published,"Evolves from: Beluna, Cotton Seed

Adult version of BELUNA, COTTON SEED",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin
Chapter 13 (Monsters),Rose Queen,rose-queen,,Monster,published,"Evolves from: Vilvuna, Cotton Seed

Woman w/rose sprouting from forehead, skin tight outfit w/leaf like wings, sword, white jacket like structure coming from back",Main Universe,Monsters,,,,Types: Leaf; Types: Vermin
Chapter 13 (Monsters),Forest Serpent,forest-serpent,,Monster,published,"Prehistoric type: Serpent

Green & white serpent w/cat like features, leaves around body, pearls around neck, arms, golden antlers arising from shoulders",Main Universe,Monsters,,,,Types: Leaf; Types: Prehistoric; Level: Enrage
Chapter 13 (Monsters),Aurelian Nymphs,aurelian-nymphs,,Monster,published,"Leaf (Mostly Leaf, some have abilities to control Fire, Water, Earth, & Wind)",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Battle,battle,,Monster,published,"Female spirits decorated with flowers, leaves, vines, flowing green hair & dresses, (mostly identical with small different features on outfit and sometimes hairstyles)",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Genbu,genbu,,Monster,published,"Giant black tortoise covered in rocks, trees, mountains, & leaves",Main Universe,Monsters,,,,Types: Leaf; Types: Beast; Level: Extreme
Chapter 13 (Monsters),Battle Angel,battle-angel,,Monster,published,"Man w/angelic wings, armor, sword, steel patches around skin",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Messenger Angel,messenger-angel,,Monster,published,"Man/females w/small angelic wings, usually short in height, partially armored",Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Singing Angel,singing-angel,,Monster,published,"Male/female angels w/long cloaks, music notes on skin, carrying a musical instrument, & big wings",Main Universe,Monsters,,,,Types: Light; Level: Ability
Chapter 13 (Monsters),Protector Arch Angel,protector-arch-angel,,Monster,published,"Fox like angels w/giant swords, armory, patches of glass around fur/skin, blue eyes",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Golden Seraph,golden-seraph,,Monster,published,"Evolves from: Protector Arch Angel

Tall glowing angels w/12 wings, staff, white eyes, partially cloaked/armored, flowing hair & cloths wrapping around body",Main Universe,Monsters,,,,Types: Light; Types: Soldier
Chapter 13 (Monsters),Whispering Cupid,whispering-cupid,,Monster,published,"Small furball like creature w/eyes, wings, staff (with heart on tip), boots (with wings on them), & tails",Main Universe,Monsters,,,,Types: Light; Level: Ability
Chapter 13 (Monsters),Cazhintia,cazhintia,,Monster,published,"White skin elf woman w/giant black wings, staff, long flowing dress, fangs, wings on ears, jewelry, & glowing orbs around her",Main Universe,Monsters,,,,Types: Light; Types: Spell; Level: Extreme
Chapter 13 (Monsters),The Celestials,the-celestials,,Monster,published,"Male seraph w/white warrior attire, sword, long white hair",Main Universe,Monsters,,,,Types: Light; Level: Extreme
Chapter 13 (Monsters),Ardanian Seraph,ardanian-seraph,,Monster,published,"Female seraph w/short white hair, warrior attire with dress, sword (all seeing orb on tip)",Main Universe,Monsters,,,,Types: Light; Level: Extreme
